Steps,Timestamp,Date,Datetime,Hour
0,1540199838,2018-10-22,2018-10-22 18:17:18+09:00,18
0,1540200180,2018-10-22,2018-10-22 18:23:00+09:00,18
62,1540200780,2018-10-22,2018-10-22 18:33:00+09:00,18
62,1540201380,2018-10-22,2018-10-22 18:43:00+09:00,18
598,1540201980,2018-10-22,2018-10-22 18:53:00+09:00,18
1010,1540202580,2018-10-22,2018-10-22 19:03:00+09:00,19
1177,1540203180,2018-10-22,2018-10-22 19:13:00+09:00,19
1259,1540203780,2018-10-22,2018-10-22 19:23:00+09:00,19
1299,1540204380,2018-10-22,2018-10-22 19:33:00+09:00,19
1299,1540204980,2018-10-22,2018-10-22 19:43:00+09:00,19
1327,1540205580,2018-10-22,2018-10-22 19:53:00+09:00,19
1718,1540206180,2018-10-22,2018-10-22 20:03:00+09:00,20
1848,1540206780,2018-10-22,2018-10-22 20:13:00+09:00,20
1861,1540207380,2018-10-22,2018-10-22 20:23:00+09:00,20
1941,1540207980,2018-10-22,2018-10-22 20:33:00+09:00,20
2020,1540208580,2018-10-22,2018-10-22 20:43:00+09:00,20
2036,1540209180,2018-10-22,2018-10-22 20:53:00+09:00,20
2063,1540209780,2018-10-22,2018-10-22 21:03:00+09:00,21
2202,1540210380,2018-10-22,2018-10-22 21:13:00+09:00,21
2202,1540210980,2018-10-22,2018-10-22 21:23:00+09:00,21
2202,1540211580,2018-10-22,2018-10-22 21:33:00+09:00,21
2202,1540212180,2018-10-22,2018-10-22 21:43:00+09:00,21
2328,1540212780,2018-10-22,2018-10-22 21:53:00+09:00,21
2523,1540213380,2018-10-22,2018-10-22 22:03:00+09:00,22
2523,1540213980,2018-10-22,2018-10-22 22:13:00+09:00,22
2638,1540214580,2018-10-22,2018-10-22 22:23:00+09:00,22
3022,1540215180,2018-10-22,2018-10-22 22:33:00+09:00,22
3117,1540215780,2018-10-22,2018-10-22 22:43:00+09:00,22
3117,1540216380,2018-10-22,2018-10-22 22:53:00+09:00,22
3117,1540216980,2018-10-22,2018-10-22 23:03:00+09:00,23
3445,1540217580,2018-10-22,2018-10-22 23:13:00+09:00,23
3540,1540218180,2018-10-22,2018-10-22 23:23:00+09:00,23
3540,1540218780,2018-10-22,2018-10-22 23:33:00+09:00,23
4021,1540219380,2018-10-22,2018-10-22 23:43:00+09:00,23
4858,1540219980,2018-10-22,2018-10-22 23:53:00+09:00,23
5483,1540220340,2018-10-22,2018-10-22 23:59:00+09:00,23
5380,1540220340,2018-10-22,2018-10-22 23:59:00+09:00,23
517,1540220940,2018-10-23,2018-10-23 00:09:00+09:00,00
310,1540221060,2018-10-23,2018-10-23 00:11:00+09:00,00
310,1540221660,2018-10-23,2018-10-23 00:21:00+09:00,00
310,1540222260,2018-10-23,2018-10-23 00:31:00+09:00,00
310,1540222860,2018-10-23,2018-10-23 00:41:00+09:00,00
310,1540223460,2018-10-23,2018-10-23 00:51:00+09:00,00
310,1540224060,2018-10-23,2018-10-23 01:01:00+09:00,01
310,1540224660,2018-10-23,2018-10-23 01:11:00+09:00,01
310,1540225260,2018-10-23,2018-10-23 01:21:00+09:00,01
310,1540225860,2018-10-23,2018-10-23 01:31:00+09:00,01
310,1540226460,2018-10-23,2018-10-23 01:41:00+09:00,01
310,1540227060,2018-10-23,2018-10-23 01:51:00+09:00,01
310,1540227660,2018-10-23,2018-10-23 02:01:00+09:00,02
310,1540228260,2018-10-23,2018-10-23 02:11:00+09:00,02
310,1540228860,2018-10-23,2018-10-23 02:21:00+09:00,02
310,1540229460,2018-10-23,2018-10-23 02:31:00+09:00,02
310,1540230060,2018-10-23,2018-10-23 02:41:00+09:00,02
310,1540230660,2018-10-23,2018-10-23 02:51:00+09:00,02
310,1540231260,2018-10-23,2018-10-23 03:01:00+09:00,03
310,1540231860,2018-10-23,2018-10-23 03:11:00+09:00,03
310,1540232460,2018-10-23,2018-10-23 03:21:00+09:00,03
310,1540233060,2018-10-23,2018-10-23 03:31:00+09:00,03
310,1540233660,2018-10-23,2018-10-23 03:41:00+09:00,03
310,1540234260,2018-10-23,2018-10-23 03:51:00+09:00,03
310,1540234860,2018-10-23,2018-10-23 04:01:00+09:00,04
310,1540235460,2018-10-23,2018-10-23 04:11:00+09:00,04
310,1540236060,2018-10-23,2018-10-23 04:21:00+09:00,04
310,1540236660,2018-10-23,2018-10-23 04:31:00+09:00,04
310,1540237260,2018-10-23,2018-10-23 04:41:00+09:00,04
310,1540237860,2018-10-23,2018-10-23 04:51:00+09:00,04
310,1540238460,2018-10-23,2018-10-23 05:01:00+09:00,05
310,1540239060,2018-10-23,2018-10-23 05:11:00+09:00,05
310,1540239660,2018-10-23,2018-10-23 05:21:00+09:00,05
310,1540240260,2018-10-23,2018-10-23 05:31:00+09:00,05
310,1540240860,2018-10-23,2018-10-23 05:41:00+09:00,05
310,1540241460,2018-10-23,2018-10-23 05:51:00+09:00,05
310,1540242060,2018-10-23,2018-10-23 06:01:00+09:00,06
310,1540242660,2018-10-23,2018-10-23 06:11:00+09:00,06
310,1540243260,2018-10-23,2018-10-23 06:21:00+09:00,06
310,1540243860,2018-10-23,2018-10-23 06:31:00+09:00,06
310,1540244460,2018-10-23,2018-10-23 06:41:00+09:00,06
310,1540245060,2018-10-23,2018-10-23 06:51:00+09:00,06
310,1540245660,2018-10-23,2018-10-23 07:01:00+09:00,07
310,1540246260,2018-10-23,2018-10-23 07:11:00+09:00,07
310,1540246860,2018-10-23,2018-10-23 07:21:00+09:00,07
310,1540247460,2018-10-23,2018-10-23 07:31:00+09:00,07
310,1540248060,2018-10-23,2018-10-23 07:41:00+09:00,07
310,1540248660,2018-10-23,2018-10-23 07:51:00+09:00,07
670,1540249260,2018-10-23,2018-10-23 08:01:00+09:00,08
961,1540249860,2018-10-23,2018-10-23 08:11:00+09:00,08
961,1540250460,2018-10-23,2018-10-23 08:21:00+09:00,08
961,1540251060,2018-10-23,2018-10-23 08:31:00+09:00,08
961,1540251660,2018-10-23,2018-10-23 08:41:00+09:00,08
1103,1540252260,2018-10-23,2018-10-23 08:51:00+09:00,08
1252,1540252860,2018-10-23,2018-10-23 09:01:00+09:00,09
1252,1540253460,2018-10-23,2018-10-23 09:11:00+09:00,09
1252,1540254060,2018-10-23,2018-10-23 09:21:00+09:00,09
1388,1540254660,2018-10-23,2018-10-23 09:31:00+09:00,09
1656,1540255260,2018-10-23,2018-10-23 09:41:00+09:00,09
1817,1540255860,2018-10-23,2018-10-23 09:51:00+09:00,09
1827,1540256460,2018-10-23,2018-10-23 10:01:00+09:00,10
1827,1540257060,2018-10-23,2018-10-23 10:11:00+09:00,10
1837,1540257660,2018-10-23,2018-10-23 10:21:00+09:00,10
1855,1540258260,2018-10-23,2018-10-23 10:31:00+09:00,10
1926,1540258860,2018-10-23,2018-10-23 10:41:00+09:00,10
2082,1540259460,2018-10-23,2018-10-23 10:51:00+09:00,10
2082,1540260060,2018-10-23,2018-10-23 11:01:00+09:00,11
2543,1540260660,2018-10-23,2018-10-23 11:11:00+09:00,11
2785,1540261260,2018-10-23,2018-10-23 11:21:00+09:00,11
2785,1540261860,2018-10-23,2018-10-23 11:31:00+09:00,11
